"id","client_code","name","latitude","longitude","isDepot","created_at","updated_at","source","groupe","cree_par"
"83","1083","MAGASIN BOUARGOUB","36.5279065552","10.5542766344",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"84","1084","MAGASIN MORNAG","36.6801475172","10.2890977165",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"85","1085","MAGASIN EL AGBA","36.7880516403","10.0840374517",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"86","1086","MAGASIN SFAX ROUTE AIN 2","34.7482507773","10.7367092845",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"87","1087","MAGASIN NAASSEN","36.7053833511","10.2345871939",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"88","1088","MAGASIN ARIANA ESSOGHRA","36.8991371621","10.183478585",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"89","1089","MAGASIN HAMMEM LIF","36.7242456265","10.3491213173",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"90","1090","MAGASIN BOUSALEM","36.6078697226","8.970022915",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"91","1091","MAGASIN ZARMDINE","35.5740828243","10.7328544668",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"92","1092","MAGASIN SLIMEN BS","36.6940592536","10.494439913",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"93","1093","MAGASIN MEJEZ EL BAB","36.6503406321","9.6091273436",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"94","1094","MAGASIN EL HAMMA","33.8829939514","9.7938808728",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"95","1095","MAGASIN ELJEM","35.2927238729","10.7079728463",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"96","1096","MAGASIN GROMBALIA","36.6015456932","10.4972225376",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"97","1097","MAGASIN RADES MED ALI","36.7709768883","10.2732178383",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"98","1098","MAGASIN BEJA 2","36.7352021733","9.1784061992",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"99","1099","MAGASIN SOUSSE JAWHARA","35.8326648416","10.6209074629",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"100","1100","MAGASIN MESSAADINE","35.7607452128","10.5975235538",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"101","1101","MAGASIN MNIHLA","36.8446408927","10.1166320567",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"102","1102","MAGASIN ZARZOUNA","37.2646578775","9.8776845292",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"103","1103","MAGASIN MARSA CITE KHALIL","36.8886453237","10.3045158285",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"104","1104","MAGASIN BOUMHALL VILLE","36.7217016516","10.3012541082",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"105","1105","MAGASIN SEJNENE CENTRE","37.0578835347","9.240294954",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"106","1106","MAGASIN BIZERTE EL BHIRA","37.2883043593","9.8616640285",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"107","1107","MAGASIN MAKTHAR VILLE","35.8580376408","9.2029380857",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"108","1108","MAGASIN ZAOUIET SOUSSE","35.7846488188","10.6271476576",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"109","1109","MAGASIN MANZEL JEMIL","37.2334282281","9.9172769455",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"110","1110","MAGASIN BEN AROUS EL ISKANE","36.7476266361","10.2213243494",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"111","1111","MAGASIN IBN SINA2","36.747835193","10.1815228832",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"112","1112","MAGASIN MELASSINE","36.8001591747","10.1536447437",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"113","1114","MAGASIN HAMMAM ZRIBA","36.3549754377","10.2104946116",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"114","1115","MAGASIN GABES EL AMAL","33.8643956392","10.0945797571",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"115","1116","MAGASIN JEBENIANA CENTRE","35.0329574723","10.9093732477",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"116","1117","MAGASIN RAOUED JAAFER","36.9095146705","10.1782248894",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"117","1118","MAGASIN SALTNIA","0","0",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"118","1119","MAGASIN TEBOULBA2","35.6444524306","10.970194119",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"119","1120","MAGASIN KASSERINE ENNOUR","35.1664698859","8.8427186096",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"120","1121","MAGASIN MARSA BHAR LAZRAG","36.876670874","10.2938640001",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"121","1122","MAGASIN ETTADHAMEN MARCHE","36.8323409048","10.1100152317",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"122","1123","MAGASIN MENZEL BOUZELFA2","36.6839088474","10.5851336512",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
"123","1124","MAGASIN GHARDIMAOU","36.4484961385","8.4408980768",False,"2026-04-03 12:50:30.421","2026-04-03 12:50:30.421",NULL,NULL,NULL
